index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz]
3, 2023/10/17 17:07:48.922, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:07:58.924, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:07:58.926, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:07:58.928, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:07:58.930, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:08:08.932, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:08:08.934, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:08:08.936, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:08:08.938, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:08:18.940, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:08:18.942, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:08:18.944, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:08:18.946, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:08:28.948, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:08:28.950, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:08:28.952, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:08:28.954, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:08:38.956, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:08:38.958, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:08:38.960, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:08:38.961, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:08:48.964, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:08:48.966, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:08:48.967, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:08:48.969, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:08:58.972, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:08:58.974, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:08:58.975, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:08:58.977, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:09:08.980, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:09:08.982, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:09:08.983, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:09:08.985, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:09:18.987, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:09:18.989, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:09:18.991, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:09:18.993, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:09:28.995, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:09:28.997, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:09:28.999, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:09:29.001, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:09:39.003, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:09:39.005, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:09:39.006, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:09:39.008, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:09:49.010, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:09:49.012, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:09:49.014, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:09:49.015, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:09:59.018, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:09:59.020, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:09:59.021, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:09:59.023, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:10:09.025, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:10:09.027, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:10:09.029, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:10:09.031, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:10:19.033, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:10:19.035, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:10:19.037, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:10:19.039, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:10:29.041, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:10:29.043, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:10:29.045, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:10:29.047, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:10:39.049, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:10:39.051, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:10:39.052, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:10:39.054, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:10:49.057, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:10:49.059, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:10:49.061, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:10:49.063, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:10:59.065, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:10:59.067, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:10:59.069, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:10:59.071, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:11:09.073, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:11:09.075, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:11:09.077, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:11:09.079, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:11:19.082, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:11:19.084, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:11:19.085, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:11:19.087, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:11:29.090, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:11:29.092, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:11:29.093, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:11:29.095, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:11:39.097, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:11:39.099, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:11:39.101, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:11:39.103, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:11:49.105, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:11:49.108, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:11:49.109, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:11:49.111, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:11:59.114, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:11:59.116, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:11:59.118, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:11:59.120, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 17:12:09.122, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 17:12:09.124, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 17:12:09.126, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 17:12:09.128, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
