index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz]
2, 2023/10/17 15:33:44.451, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:33:44.453, 73.52 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 15:33:54.454, 65.34 W, 1470 MHz, 877 MHz, 1470 MHz
1, 2023/10/17 15:33:54.456, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:33:54.457, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:33:54.459, 73.08 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:34:04.461, 70.16 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:34:04.463, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:34:04.464, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:34:04.466, 69.68 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:34:14.468, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:34:14.470, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:34:14.471, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:34:14.473, 66.76 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 15:34:24.475, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:34:24.477, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:34:24.479, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:34:24.481, 66.27 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 15:34:34.483, 245.41 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:34:34.485, 41.95 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:34:34.486, 42.78 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:34:34.487, 67.42 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 15:34:44.490, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 15:34:44.492, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:34:44.493, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:34:44.495, 66.27 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 15:34:54.501, 71.14 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:34:54.503, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:34:54.504, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:34:54.506, 65.79 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 15:35:04.508, 274.33 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:35:04.510, 41.90 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:35:04.512, 43.21 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:35:04.513, 71.59 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:35:14.515, 67.86 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:35:14.517, 41.95 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:35:14.519, 43.27 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:35:14.520, 286.39 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:35:24.522, 66.80 W, 1507 MHz, 877 MHz, 1507 MHz
1, 2023/10/17 15:35:24.524, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:35:24.526, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:35:24.527, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:35:34.529, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 15:35:34.531, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:35:34.533, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:35:34.535, 67.25 W, 1485 MHz, 877 MHz, 1485 MHz
0, 2023/10/17 15:35:44.537, 67.29 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 15:35:44.539, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:35:44.541, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:35:44.543, 67.25 W, 1485 MHz, 877 MHz, 1485 MHz
0, 2023/10/17 15:35:54.545, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:35:54.546, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:35:54.548, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:35:54.549, 67.25 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 15:36:04.553, 68.22 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:36:04.556, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:36:04.558, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:36:04.559, 70.16 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 15:36:14.562, 67.29 W, 1507 MHz, 877 MHz, 1507 MHz
1, 2023/10/17 15:36:14.564, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:36:14.565, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:36:14.567, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:36:24.569, 68.22 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:36:24.571, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:36:24.572, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:36:24.574, 64.33 W, 1432 MHz, 877 MHz, 1432 MHz
0, 2023/10/17 15:36:34.576, 67.78 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:36:34.577, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:36:34.579, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:36:34.581, 69.68 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:36:44.583, 71.62 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:36:44.585, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:36:44.588, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:36:44.590, 69.19 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:36:54.592, 70.21 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:36:54.594, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:36:54.595, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:36:54.597, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:37:04.599, 58.08 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 15:37:04.601, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:37:04.602, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:37:04.604, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:37:14.606, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:37:14.608, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:37:14.609, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:37:14.611, 67.73 W, 1500 MHz, 877 MHz, 1500 MHz
0, 2023/10/17 15:37:24.613, 176.24 W, 1500 MHz, 877 MHz, 1500 MHz
1, 2023/10/17 15:37:24.615, 42.03 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:37:24.617, 42.90 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:37:24.622, 65.61 W, 1455 MHz, 877 MHz, 1455 MHz
0, 2023/10/17 15:37:34.626, 67.29 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 15:37:34.628, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:37:34.630, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:37:34.632, 65.30 W, 1455 MHz, 877 MHz, 1455 MHz
0, 2023/10/17 15:37:44.634, 66.80 W, 1500 MHz, 877 MHz, 1500 MHz
1, 2023/10/17 15:37:44.636, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:37:44.638, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:37:44.640, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:37:54.643, 57.59 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 15:37:54.645, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:37:54.647, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:37:54.648, 66.32 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 15:38:04.651, 65.83 W, 1485 MHz, 877 MHz, 1485 MHz
1, 2023/10/17 15:38:04.652, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:38:04.654, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:38:04.655, 65.79 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 15:38:14.657, 65.83 W, 1485 MHz, 877 MHz, 1485 MHz
1, 2023/10/17 15:38:14.658, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:38:14.660, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:38:14.662, 69.19 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:38:24.664, 66.01 W, 1485 MHz, 877 MHz, 1485 MHz
1, 2023/10/17 15:38:24.666, 41.95 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:38:24.668, 43.27 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:38:24.670, 251.66 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:38:34.672, 58.08 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 15:38:34.673, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:38:34.675, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:38:34.676, 59.01 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:38:44.679, 67.78 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 15:38:44.681, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:38:44.682, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:38:44.684, 66.76 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 15:38:54.686, 67.29 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 15:38:54.688, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:38:54.691, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:38:54.693, 66.76 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 15:39:04.695, 67.25 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 15:39:04.697, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:39:04.699, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:39:04.701, 70.16 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 15:39:14.703, 69.68 W, 1507 MHz, 877 MHz, 1507 MHz
1, 2023/10/17 15:39:14.705, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:39:14.706, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:39:14.708, 70.16 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 15:39:24.711, 58.08 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 15:39:24.713, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:39:24.714, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:39:24.716, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:39:34.717, 68.26 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:39:34.719, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:39:34.721, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:39:34.722, 65.79 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 15:39:44.724, 66.32 W, 1492 MHz, 877 MHz, 1492 MHz
1, 2023/10/17 15:39:44.726, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:39:44.727, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:39:44.729, 69.68 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:39:54.731, 65.83 W, 1492 MHz, 877 MHz, 1492 MHz
1, 2023/10/17 15:39:54.732, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:39:54.734, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:39:54.735, 69.19 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:40:04.738, 58.08 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 15:40:04.739, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:40:04.741, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:40:04.743, 60.96 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:40:14.745, 70.86 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:40:14.747, 41.95 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:40:14.749, 42.81 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:40:14.754, 214.09 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:40:24.757, 74.54 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:40:24.758, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:40:24.760, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:40:24.761, 67.73 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 15:40:34.763, 71.14 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:40:34.764, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:40:34.766, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:40:34.767, 68.70 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 15:40:44.769, 70.65 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 15:40:44.771, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:40:44.772, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:40:44.774, 68.70 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 15:40:54.776, 68.26 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:40:54.778, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:40:54.780, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:40:54.782, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:41:04.784, 68.22 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:41:04.786, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:41:04.788, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:41:04.790, 68.70 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 15:41:14.792, 70.65 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:41:14.794, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:41:14.795, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:41:14.797, 68.22 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 15:41:24.799, 68.22 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:41:24.801, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:41:24.803, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:41:24.805, 67.25 W, 1485 MHz, 877 MHz, 1485 MHz
0, 2023/10/17 15:41:34.806, 68.26 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:41:34.808, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:41:34.810, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:41:34.811, 67.73 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 15:41:44.813, 68.26 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:41:44.816, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:41:44.817, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:41:44.819, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:41:54.821, 282.36 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:41:54.823, 41.92 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:41:54.825, 42.76 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:41:54.826, 69.75 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 15:42:04.829, 68.30 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:42:04.830, 41.92 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:42:04.840, 43.21 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:42:04.842, 318.42 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:42:14.844, 68.26 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:42:14.845, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:42:14.846, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:42:14.848, 65.30 W, 1455 MHz, 877 MHz, 1455 MHz
0, 2023/10/17 15:42:24.850, 58.08 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 15:42:24.852, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:42:24.854, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:42:24.855, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:42:34.858, 70.70 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:42:34.860, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:42:34.862, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:42:34.864, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:42:44.866, 71.67 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:42:44.869, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:42:44.871, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:42:44.874, 64.33 W, 1432 MHz, 877 MHz, 1432 MHz
0, 2023/10/17 15:42:54.876, 271.38 W, 1500 MHz, 877 MHz, 1500 MHz
1, 2023/10/17 15:42:54.877, 41.95 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:42:54.879, 42.81 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:42:54.880, 67.42 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 15:43:04.882, 67.29 W, 1507 MHz, 877 MHz, 1507 MHz
1, 2023/10/17 15:43:04.884, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:43:04.885, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:43:04.887, 67.25 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 15:43:14.889, 70.21 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:43:14.892, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:43:14.893, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:43:14.895, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:43:24.898, 68.22 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:43:24.900, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:43:24.902, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:43:24.903, 68.70 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 15:43:34.906, 66.80 W, 1507 MHz, 877 MHz, 1507 MHz
1, 2023/10/17 15:43:34.907, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:43:34.909, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:43:34.912, 68.22 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 15:43:44.914, 70.16 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:43:44.916, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:43:44.918, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:43:44.919, 70.16 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 15:43:54.922, 58.08 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 15:43:54.924, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:43:54.925, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:43:54.927, 65.83 W, 1440 MHz, 877 MHz, 1440 MHz
0, 2023/10/17 15:44:04.929, 70.65 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:44:04.931, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:44:04.932, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:44:04.934, 58.00 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:44:14.936, 71.14 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:44:14.938, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:44:14.940, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:44:14.941, 67.73 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 15:44:24.943, 68.22 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:44:24.946, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:44:24.947, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:44:24.949, 67.25 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 15:44:34.951, 68.26 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:44:34.953, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:44:34.955, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:44:34.956, 67.25 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 15:44:44.959, 71.18 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:44:44.960, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:44:44.962, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:44:44.964, 69.19 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:44:54.967, 68.26 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:44:54.968, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:44:54.970, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:44:54.972, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:45:04.974, 70.65 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:45:04.975, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:45:04.977, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:45:04.979, 66.27 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 15:45:14.981, 267.48 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:45:14.983, 41.90 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:45:14.985, 42.73 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:45:14.986, 69.84 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:45:24.989, 69.68 W, 1507 MHz, 877 MHz, 1507 MHz
1, 2023/10/17 15:45:24.991, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:45:24.993, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:45:24.995, 69.19 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:45:34.997, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:45:34.999, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:45:35.001, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:45:35.003, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:45:45.006, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:45:45.008, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:45:45.010, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:45:45.011, 69.24 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 15:45:55.014, 74.05 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:45:55.016, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:45:55.017, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:45:55.019, 68.22 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 15:46:05.022, 68.22 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:46:05.024, 42.06 W, 135 MHz, 877 MHz, 135 MHz
